ID,titulo_noticia,medio,palabra,puntuacion
id_247,"Cambio climático: Europa sufrió inundaciones históricas en 2024, su año más cálido desde que existe registro",emol,golpe,-2
id_247,"Cambio climático: Europa sufrió inundaciones históricas en 2024, su año más cálido desde que existe registro",emol,pasado,-1
id_249,Se esperan &quot;otoños más secos&quot; y nuevos eventos climáticos extremos como el viento Puelche en el sur de Chile,emol,asegura,2
id_250,Día Mundial de los Glaciares: Cuánta masa han perdido en las últimas décadas y cómo fueron las cifras de 2024,emol,peor,-3
id_250,Día Mundial de los Glaciares: Cuánta masa han perdido en las últimas décadas y cómo fueron las cifras de 2024,emol,peor,-3
id_251,"Informe del Clima a nivel mundial en 2024: El año más caluroso registrado y el primero que supera el umbral de los 1,5°C",emol,acuerdo,1
id_252,Estudio de la Universidad de Chile advierte que el país podría perder la mitad de su nieve a fines del siglo XXI,emol,alerta,-1
id_253,Se decretó alerta de calor extremo para hoy: Se pronostican temperaturas en torno a los 34°C para la zona central,emol,recomienda,2
id_253,Se decretó alerta de calor extremo para hoy: Se pronostican temperaturas en torno a los 34°C para la zona central,emol,evitar,-1
id_253,Se decretó alerta de calor extremo para hoy: Se pronostican temperaturas en torno a los 34°C para la zona central,emol,evitar,-1
id_253,Se decretó alerta de calor extremo para hoy: Se pronostican temperaturas en torno a los 34°C para la zona central,emol,evitar,-1
id_253,Se decretó alerta de calor extremo para hoy: Se pronostican temperaturas en torno a los 34°C para la zona central,emol,sol,2
id_260,"¿Cambio climático, guerra mundial, caída del comercio?: Expertos proyectan cómo será el mundo en 2035",emol,espera,-1
id_261,Los glaciares han perdido aproximadamente un 5% de su volumen total: ¿Cómo afecta su deshielo?,emol,solo,-2
id_261,Los glaciares han perdido aproximadamente un 5% de su volumen total: ¿Cómo afecta su deshielo?,emol,aumenta,1
id_261,Los glaciares han perdido aproximadamente un 5% de su volumen total: ¿Cómo afecta su deshielo?,emol,dulce,2
id_264,Tribunal Ambiental confirma millonaria sanción a empresa por escape de salmones en 2018,emol,multa,2
id_268,Detienen a dos activistas de Just Stop Oil tras interrumpir una obra de teatro en Londres: Participaba Sigourney Weaver,emol,frase,-2
id_269,Festival de Viña anuncia plan de sostenibilidad: Gala será con &quot;canje&quot; de entrada a $3.000 para reforestación de árboles,emol,demanda,-1
id_270,Nuevamente sin Marcel: Inicia el foro de Davos marcado por &quot;la mayor incertidumbre en una generación&quot;,emol,importante,2
id_270,Nuevamente sin Marcel: Inicia el foro de Davos marcado por &quot;la mayor incertidumbre en una generación&quot;,emol,fuerte,2
id_273,Identifican restos de un alpinista 60 años después de que cayera en una grieta en un glaciar en Austria,emol,pasado,-1
id_273,Identifican restos de un alpinista 60 años después de que cayera en una grieta en un glaciar en Austria,emol,desaparecido,-1
id_273,Identifican restos de un alpinista 60 años después de que cayera en una grieta en un glaciar en Austria,emol,desaparecido,-2
id_275,Base Amundsen-Scott: La historia del pilar de la investigación científica en el Polo Sur al que llegó el Presidente,emol,importancia,2
id_277,Ola de calor: El desigual impacto en la RM y las medidas de las municipalidades para intentar mitigarlo,emol,mayor,3
id_277,Ola de calor: El desigual impacto en la RM y las medidas de las municipalidades para intentar mitigarlo,emol,mayor,3
id_278,ONU advierte que el 77% de la superficie global se ha vuelto más seca: &quot;Este cambio está redefiniendo la vida en la Tierra&quot;,emol,decisivo,1
id_279,StartupLabs: Anuncian la creación de una nueva red de innovación que busca transformar el emprendimiento en Chile,emol,atraer,1
id_279,StartupLabs: Anuncian la creación de una nueva red de innovación que busca transformar el emprendimiento en Chile,emol,soluciones,1
id_281,COP29 entra en su etapa decisiva: ONU llama a &quot;dejar el teatro&quot; en las negociaciones climáticas,emol,discordia,-2
id_282,En U20: Boric llama a combatir el cambio climático apuntando a liderazgos mundiales que &quot;niegan o minimizan&quot; la crisis,emol,pobreza,-1
id_284,¿Quién debería pagar la &quot;factura climática&quot;? Qué es lo que quiere cada país en las discusiones de la COP29,emol,desastres,-2
id_286,Cuenta regresiva para la COP29: Conoce diez hitos de la lucha contra el cambio climático en el planeta,emol,cuidado,2
id_287,ONU Hábitat: Más de 500 millones de personas estarán expuestas a inundaciones fluviales en ciudades para 2030,emol,acuerdo,1
id_288,"Aumentan problemas de salud vinculados al cambio climático: &quot;Si no actuamos ahora, el futuro se anuncia muy peligroso&quot;",emol,amenazas,-2
id_289,&quot;El momento crítico para el clima ha llegado&quot;: Los mensajes y cifras que levantó el último informe de emisiones de la ONU,emol,evitar,-1
id_289,&quot;El momento crítico para el clima ha llegado&quot;: Los mensajes y cifras que levantó el último informe de emisiones de la ONU,emol,evitar,-1
id_289,&quot;El momento crítico para el clima ha llegado&quot;: Los mensajes y cifras que levantó el último informe de emisiones de la ONU,emol,evitar,-1
id_290,Qué es la financiación climática y por qué será uno de los temas clave a discutir en la próxima COP29,emol,crisis,-3
id_292,Tormentas en transformación: La influencia del calentamiento global en la rápida intensificación de los ciclones,emol,destructivo,-3
id_292,Tormentas en transformación: La influencia del calentamiento global en la rápida intensificación de los ciclones,emol,solo,-2
id_294,Sudamérica al rojo: Los factores que han influido en los más de 400 mil incendios que han devastado la región en 2024,emol,provocado,-1
id_295,Niños nacidos desde 2020 enfrentarán más eventos climáticos extremos que cualquier generación anterior,emol,infantil,-2
id_295,Niños nacidos desde 2020 enfrentarán más eventos climáticos extremos que cualquier generación anterior,emol,riesgos,-2
id_296,De Colombia a Corea del Sur: Las últimas conferencias medioambientales de 2024 donde se espera un esfuerzo global,emol,crisis,-3
id_297,Convocatoria entregará 300 becas para un diplomado de Especialización en Reducción de Emisiones GEI,emol,fortalecer,2
id_297,Convocatoria entregará 300 becas para un diplomado de Especialización en Reducción de Emisiones GEI,emol,capacidad,2
id_298,Los países más amenazados por el calentamiento global: Podrían incluso quedar inhabitables este siglo,emol,tiempo,-2
id_299,Cuáles son los 50 lugares considerados patrimonio mundial de la Unesco que corren mayor riesgo por la crisis climática,emol,riesgo,-2
id_299,Cuáles son los 50 lugares considerados patrimonio mundial de la Unesco que corren mayor riesgo por la crisis climática,emol,sufrir,-2
id_300,Un 2024 desafiante para los termómetros se encamina a ser el año más cálido jamás registrado,emol,acuerdo,1
id_304,Hallan momificado el cuerpo de un estadounidense que desapareció hace 22 años en una montaña en Perú,emol,restos,-2
id_305,Estudio confirma que pintar casas y edificios completamente de blanco contribuye a combatir el calor en las ciudades,emol,calor,2
id_305,Estudio confirma que pintar casas y edificios completamente de blanco contribuye a combatir el calor en las ciudades,emol,aumenta,1
id_307,Encuesta global por crisis climática: El 56% piensa regularmente sobre el tema y el 80% quiere medidas más enérgicas,emol,acuerdo,1
id_308,Ministra de OO.PP. anuncia mesa de trabajo por reciente socavón y no descarta más evacuaciones,emol,tipo,2
id_309,"Torrenciales lluvias frenan producción de Audi en Alemania, culpan al cambio climático",emol,desastre,-2
id_310,Día Mundial del Medio Ambiente: La salud de los ecosistemas chilenos y el impacto humano en 12 cifras claves,emol,iluminar,2
id_312,Encuentro promoverá la sostenibilidad y el uso de la tecnología para enfrentar el cambio climático,emol,soluciones,1
id_314,Corfo llama a las pymes a unirse al Programa Nacional &quot;Transforma Cambio Climático&quot;,emol,promoviendo,1
id_315,¿Qué pudo haber pasado en el vuelo de Singapore Airlines y qué tan frecuentes son las muertes por turbulencias?,emol,fuerte,2
id_315,¿Qué pudo haber pasado en el vuelo de Singapore Airlines y qué tan frecuentes son las muertes por turbulencias?,emol,inestable,-1
id_315,¿Qué pudo haber pasado en el vuelo de Singapore Airlines y qué tan frecuentes son las muertes por turbulencias?,emol,inestable,-2
id_316,Los desafíos aéreos que implican las turbulencias: ¿Puede un piloto evitarlas? ¿El cambio climático las intensifica?,emol,muerte,-2
id_316,Los desafíos aéreos que implican las turbulencias: ¿Puede un piloto evitarlas? ¿El cambio climático las intensifica?,emol,importancia,2
id_317,Encuentro ACI reunirá a expertos y premiará emprendedores con soluciones innovadoras frente al cambio climático,emol,innova,1
id_319,El mundo lleva once meses de temperaturas anormalmente cálidas y océanos baten récords diarios desde hace un año,emol,establecido,1
id_319,El mundo lleva once meses de temperaturas anormalmente cálidas y océanos baten récords diarios desde hace un año,emol,acuerdo,1
id_322,Cinco estrategias que pueden implementar las industrias para mitigar los gases de efecto invernadero,emol,advierte,-2
id_322,Cinco estrategias que pueden implementar las industrias para mitigar los gases de efecto invernadero,emol,preocupante,-3
id_323,Trabajadores y crisis climática: Más del 70% de la fuerza laboral mundial está expuesta al calor excesivo,emol,riesgos,-2
id_324,Wine Innova Tech 2024 convoca a startups y proveedores del vino para fomentar la innovación y atender el cambio climático,emol,rico,2
id_324,Wine Innova Tech 2024 convoca a startups y proveedores del vino para fomentar la innovación y atender el cambio climático,emol,rico,2
id_325,Jóvenes chilenos y la crisis climática: Ven efectos negativos en su calidad de vida e influye en quienes no quieren tener hijos,emol,asegura,2
id_326,En qué consiste la siembra de nubes y lo que dicen los expertos sobre su papel en el temporal vivido en Dubái,emol,limitado,-1
id_327,Fallo histórico de responsabilidad climática: ¿Qué implica la decisión del Tribunal Europeo de DD.HH.?,emol,sentencia,-2
id_327,Fallo histórico de responsabilidad climática: ¿Qué implica la decisión del Tribunal Europeo de DD.HH.?,emol,corte,-1
id_327,Fallo histórico de responsabilidad climática: ¿Qué implica la decisión del Tribunal Europeo de DD.HH.?,emol,legal,1
id_327,Fallo histórico de responsabilidad climática: ¿Qué implica la decisión del Tribunal Europeo de DD.HH.?,emol,crisis,-3
id_327,Fallo histórico de responsabilidad climática: ¿Qué implica la decisión del Tribunal Europeo de DD.HH.?,emol,importante,2
id_328,"Deforestación mundial se redujo un 9% en 2023: Superficie afectada equivale a 2,4 veces la RM",emol,pasado,-1
id_329,&quot;Boom&quot; del aceite de oliva chileno: ¿Cuáles son las marcas que más venden y los mercados que acaparan el producto nacional?,emol,crecimiento,2
id_329,&quot;Boom&quot; del aceite de oliva chileno: ¿Cuáles son las marcas que más venden y los mercados que acaparan el producto nacional?,emol,impulsado,1
id_329,&quot;Boom&quot; del aceite de oliva chileno: ¿Cuáles son las marcas que más venden y los mercados que acaparan el producto nacional?,emol,oferta,2
id_329,&quot;Boom&quot; del aceite de oliva chileno: ¿Cuáles son las marcas que más venden y los mercados que acaparan el producto nacional?,emol,calor,2
id_329,&quot;Boom&quot; del aceite de oliva chileno: ¿Cuáles son las marcas que más venden y los mercados que acaparan el producto nacional?,emol,estragos,-2
id_331,Día Mundial del Agua: Conoce las estrategias para cuidar y preservar este vital elemento,emol,asegurar,1
id_331,Día Mundial del Agua: Conoce las estrategias para cuidar y preservar este vital elemento,emol,responsable,2
id_332,Premio Nobel de Economía Robert F. Engle en Chile: &quot;Cualquier tipo de transición energética va a requerir mayores precios&quot;,emol,galardonado,3
id_333,Ola de calor golpea a Sudán del Sur: Muerte de 15 niños obliga a cerrar las escuelas,emol,detenido,-3
id_333,Ola de calor golpea a Sudán del Sur: Muerte de 15 niños obliga a cerrar las escuelas,emol,detenido,-2
id_333,Ola de calor golpea a Sudán del Sur: Muerte de 15 niños obliga a cerrar las escuelas,emol,detenido,-1
id_334,Llega el 5G a la Antártica: Chile abre primera conexión mundial a quinta generación de red en la zona,emol,lucha,-1
id_334,Llega el 5G a la Antártica: Chile abre primera conexión mundial a quinta generación de red en la zona,emol,lucha,-2
id_336,Informe de la ONU asegura que Chile prioriza el uso industrial del agua sobre el acceso personal y pide indemnizaciones,emol,acusando,-2
id_336,Informe de la ONU asegura que Chile prioriza el uso industrial del agua sobre el acceso personal y pide indemnizaciones,emol,beneficios,2
id_336,Informe de la ONU asegura que Chile prioriza el uso industrial del agua sobre el acceso personal y pide indemnizaciones,emol,intereses,1
id_337,BIGinBIO 2024: Pronto abrirá postulaciones para emprendimientos en etapa temprana con origen en Latam,emol,escasez,-2
id_337,BIGinBIO 2024: Pronto abrirá postulaciones para emprendimientos en etapa temprana con origen en Latam,emol,escasez,-2
id_337,BIGinBIO 2024: Pronto abrirá postulaciones para emprendimientos en etapa temprana con origen en Latam,emol,amenazas,-2
id_340,Dan a conocer a los ganadores del &quot;Premio ACME Chile para el Cambio Climático&quot;,emol,valor,2
id_340,Dan a conocer a los ganadores del &quot;Premio ACME Chile para el Cambio Climático&quot;,emol,valor,2
id_342,Estudio asegura que ni el fenómeno de El Niño ni el cambio climático fueron determinantes en los incendios de Valparaíso,emol,mayor,3
id_342,Estudio asegura que ni el fenómeno de El Niño ni el cambio climático fueron determinantes en los incendios de Valparaíso,emol,mayor,3
id_342,Estudio asegura que ni el fenómeno de El Niño ni el cambio climático fueron determinantes en los incendios de Valparaíso,emol,mal,-3
id_342,Estudio asegura que ni el fenómeno de El Niño ni el cambio climático fueron determinantes en los incendios de Valparaíso,emol,mal,-3
id_344,Informe ONU revela que el 41% de las especies migratorias está disminuyendo y alerta por falta de protección en salar chileno,emol,amenazas,-2
id_344,Informe ONU revela que el 41% de las especies migratorias está disminuyendo y alerta por falta de protección en salar chileno,emol,vulnerabilidad,-2
id_346,El calor provocó más de 5.000 muertos en Francia durante el verano de 2023,emol,calor,2
id_346,El calor provocó más de 5.000 muertos en Francia durante el verano de 2023,emol,pasado,-1
id_348,Fuerte tormenta impacta a California y provoca inundaciones y cortes de energía: Autoridades decretan estado de emergencia,emol,acuerdo,1
id_349,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",emol,bienes,2
id_349,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",emol,resolver,2
id_349,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",emol,resolver,2
id_349,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",emol,resolver,1
id_349,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",emol,resolver,2
id_349,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",emol,resolver,2
id_349,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",emol,resolver,1
id_350,Las tres prioridades económicas que marcarían la agenda de Donald Trump si vuelve a ser presidente de EE.UU.,emol,peligro,-2
id_350,Las tres prioridades económicas que marcarían la agenda de Donald Trump si vuelve a ser presidente de EE.UU.,emol,peligro,-2
id_350,Las tres prioridades económicas que marcarían la agenda de Donald Trump si vuelve a ser presidente de EE.UU.,emol,peligro,-2
id_350,Las tres prioridades económicas que marcarían la agenda de Donald Trump si vuelve a ser presidente de EE.UU.,emol,compromiso,2
id_351,A 90 segundos de la medianoche: El &quot;Reloj del Juicio Final&quot; se mantiene con su peor indicador histórico,emol,amenazas,-2
id_351,A 90 segundos de la medianoche: El &quot;Reloj del Juicio Final&quot; se mantiene con su peor indicador histórico,emol,crisis,-3
id_352,&quot;Tarifa de cambio climático&quot;: Expertos entran al debate por castigo al sobreconsumo de agua que planea el Gobierno,emol,mejor,3
id_355,"Crítica al feminismo, al cambio climático y otras frases destacadas del primer discurso internacional de Milei en Davos",emol,pobreza,-1
id_355,"Crítica al feminismo, al cambio climático y otras frases destacadas del primer discurso internacional de Milei en Davos",emol,deseable,2
id_356,2023 se convirtió en el año más caluroso de la historia después de batir récord de temperatura,emol,natural,1
id_357,"Más alcohol, distinto sabor, otro color: Cómo el cambio climático está afectando a los vinos",emol,riesgo,-2
id_357,"Más alcohol, distinto sabor, otro color: Cómo el cambio climático está afectando a los vinos",emol,evitar,-1
id_357,"Más alcohol, distinto sabor, otro color: Cómo el cambio climático está afectando a los vinos",emol,evitar,-1
id_357,"Más alcohol, distinto sabor, otro color: Cómo el cambio climático está afectando a los vinos",emol,evitar,-1
id_361,&quot;Cambio Climático en Cifras&quot;: Así es el libro ilustrado que presentará este lunes una comitiva nacional en la COP28,emol,riesgo,-2
id_361,&quot;Cambio Climático en Cifras&quot;: Así es el libro ilustrado que presentará este lunes una comitiva nacional en la COP28,emol,solo,-2
id_365,Rey Carlos III es acusado de &quot;hipocresía&quot; por su huella de carbono: &quot;Juega al ambientalismo&quot;,emol,contaminadores,-2
id_368,COP28 comienza en Dubai con &quot;histórico&quot; lanzamiento de un fondo de pérdidas y daños climáticos,emol,tiempo,-2
id_369,"Hoy comienza la COP28 en Dubai: Qué es, qué se espera de ella y las fechas que han marcado las cumbres por el clima",emol,acuerdo,1
id_371,Costa subraya la importancia de &quot;comprender las implicaciones macroeconómicas del cambio climático&quot;,emol,alcanzar,1
id_372,"El metano se toma la COP28: Qué efecto tienen las emisiones de este gas, las industrias que más inciden y posibles soluciones",emol,empeora,-3
id_375,Desigualdad climática: El 1% más rico del mundo emite tanto carbono como los dos tercios más pobres,emol,acuerdo,1
id_375,Desigualdad climática: El 1% más rico del mundo emite tanto carbono como los dos tercios más pobres,emol,preparado,1
id_375,Desigualdad climática: El 1% más rico del mundo emite tanto carbono como los dos tercios más pobres,emol,crisis,-3
id_378,Octubre fue el más caluroso desde que se tienen registros y 2023 podría ser el año con mayor temperatura de la historia,emol,pasado,-1
id_379,La gran amenaza sanitaria del cambio climático: Las olas de calor causan casi medio millón de muertes anuales,emol,calor,2
id_379,La gran amenaza sanitaria del cambio climático: Las olas de calor causan casi medio millón de muertes anuales,emol,mayor,3
id_379,La gran amenaza sanitaria del cambio climático: Las olas de calor causan casi medio millón de muertes anuales,emol,mayor,3
id_380,Últimos días para postular al “Premio ACME Chile para el Cambio Climático”,emol,soluciones,1
id_385,Consejo repone norma sobre cambio climático luego de que oposición aprobara enmienda de republicanos,emol,aprobado,2
id_385,Consejo repone norma sobre cambio climático luego de que oposición aprobara enmienda de republicanos,emol,justa,2
id_386,Competencia hace llamado a innovadores con soluciones sustentables para industria de productos del mar,emol,premio,3
id_387,Ejecutivo calcula que gasto por emergencias en el año se acerca a los US$ 800 millones,emol,pasado,-1
id_388,Hielo marino de la Antártica registra su tamaño más pequeño al final de invierno,emol,estable,2
id_395,Ripamonti afirma que situación por socavones es &quot;dramática&quot; y que entre &quot;hoy mañana&quot; se emitirá la &quot;inhabitabilidad&quot; de edificios,emol,riesgo,-2
id_396,Segundo socavón: MOP admite que no estaba preparados para recibir tanta agua e insiste que cambio climático influyó,emol,vulnerabilidad,-2
id_397,"Construcción en dunas, cambio climático, lluvias: MOP explica causas de segundo socavón y cómo está el edificio Kandinsky",emol,resolver,2
id_397,"Construcción en dunas, cambio climático, lluvias: MOP explica causas de segundo socavón y cómo está el edificio Kandinsky",emol,resolver,2
id_397,"Construcción en dunas, cambio climático, lluvias: MOP explica causas de segundo socavón y cómo está el edificio Kandinsky",emol,resolver,1
id_398,"Cartí Sugdupu, la pequeña isla del Caribe cuyos habitantes están evacuando antes de que la trague el mar",emol,estragos,-2
id_399,Lluvias torrenciales causadas por fenómeno meteorológico DANA dejan un muerto y dos desaparecidos en España,emol,mancha,2
id_400,Comisión de Derechos del Consejo rechaza enmienda sobre el cambio climático y aprueba el fin de contribuciones para primera vivienda,emol,crisis,-3
id_403,Concesionarias piden &quot;mayor resiliencia&quot; de infraestructura por lluvias: &quot;Hay obras tremendamente críticas&quot;,emol,riesgos,-2
id_404,Ante la tendencia del aire acondicionado: Precios y alternativas frente a un verano récord,emol,demanda,-1
id_407,Olas de calor oceánicas y pérdida de hielo: Estudio ahonda en eventos extremos en la Antártica por crisis climática,emol,problemas,-2
id_409,Refugios fríos y cortinas de madera: Cómo prepararnos para un verano infernal tras las olas de calor en el hemisferio norte,emol,realizar,2
id_410,Estudio: Olas de calor en Europa y Norteamérica no se habrían producido sin el cambio climático inducido por la humanidad,emol,asegura,2
id_411,Conoce la inédita estrategia de conservación de CMPC apuntando hacia un mundo más sostenible,emol,valor,2
id_411,Conoce la inédita estrategia de conservación de CMPC apuntando hacia un mundo más sostenible,emol,valor,2
id_412,"Cómo se vive en Timbulsloko, la región de Indonesia que se hunde 20 centímetros al año y pronto quedará sumergida",emol,crisis,-3
id_414,Ola de calor azota a Europa: Advierten que se podría romper el récord de temperatura en los próximos días,emol,calor,2
id_415,Renovables en Chile registran pérdidas por más de US$1.000 millones en 2022 y advierten freno a nuevos proyectos,emol,urgente,-1
id_416,Estudio revela que cambio climático está alterando el color del océano: &quot;Ver que está ocurriendo es aterrador&quot;,emol,unido,1
id_418,&quot;En Montevideo abren las canillas y no sale agua&quot;: La frase de Alberto Fernández que molestó en Uruguay,emol,crisis,-3
id_422,Cómo la industria aérea apunta a la meta &quot;cero emisiones&quot; para 2050 y la tecnología que incorporarían los futuros aviones,emol,tipo,2
id_424,OMS asegura que el cambio climático se está convirtiendo en &quot;el mayor desafío&quot; sanitario y nombra a una enviada especial,emol,crisis,-3
id_427,Informe climático: Europa se calienta al doble de ritmo que la media mundial y olas de calor causaron 16 mil fallecidos en 2022,emol,calor,2
id_431,Glaciares observados por Darwin en viaje por Tierra del Fuego aceleran su deshielo: Pierden unos 5 km cuadrados al año,emol,desaparecer,-1
id_433,Presidente Boric y otros seis jefes de Estado envían carta al G7 para que aceleren medidas que enfrenten el cambio climático,emol,acuerdo,1
id_434,Más de la mitad de los mayores lagos y embalses del mundo se están secando: Pierden 22 gigatoneladas de agua por año,emol,peligro,-2
id_434,Más de la mitad de los mayores lagos y embalses del mundo se están secando: Pierden 22 gigatoneladas de agua por año,emol,peligro,-2
id_434,Más de la mitad de los mayores lagos y embalses del mundo se están secando: Pierden 22 gigatoneladas de agua por año,emol,peligro,-2
id_434,Más de la mitad de los mayores lagos y embalses del mundo se están secando: Pierden 22 gigatoneladas de agua por año,emol,dulce,2
id_434,Más de la mitad de los mayores lagos y embalses del mundo se están secando: Pierden 22 gigatoneladas de agua por año,emol,alerta,-1
id_435,Las temperaturas mundiales pueden llegar a niveles sin precedentes en los próximos cinco años,emol,acuerdo,1
id_436,Una ola de calor sin precedentes afecta al Sudeste Asiático: Revisa las altas temperaturas que han marcado país por país,emol,evitar,-1
id_436,Una ola de calor sin precedentes afecta al Sudeste Asiático: Revisa las altas temperaturas que han marcado país por país,emol,evitar,-1
id_436,Una ola de calor sin precedentes afecta al Sudeste Asiático: Revisa las altas temperaturas que han marcado país por país,emol,evitar,-1
id_436,Una ola de calor sin precedentes afecta al Sudeste Asiático: Revisa las altas temperaturas que han marcado país por país,emol,calor,2
id_438,Barómetro de la Transformación Ecológica ¿Qué piensan los chilenos sobre el cambio climático?,emol,pasado,-1
id_439,&quot;El futuro es incierto&quot;: Hielo antártico anota mínimos históricos en 2023 y acelera su erosión,emol,provocar,-1
id_439,&quot;El futuro es incierto&quot;: Hielo antártico anota mínimos históricos en 2023 y acelera su erosión,emol,colapso,-2
id_439,&quot;El futuro es incierto&quot;: Hielo antártico anota mínimos históricos en 2023 y acelera su erosión,emol,colapso,-2
id_444,Anuncian a los ganadores del &quot;Primer Premio de Innovación para el Cambio Climático”,emol,soluciones,1
id_447,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,mediosregionales,riesgo,-2
id_447,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,mediosregionales,desastres,-2
id_447,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,mediosregionales,riesgos,-2
id_448,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,mediosregionales,riesgo,-2
id_448,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,mediosregionales,desastres,-2
id_448,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,mediosregionales,riesgos,-2
id_450,Destinan $480 millones a proyectos de Bienes Públicos para enfrentar el cambio climático en la región de Antofagasta,mediosregionales,fortalecer,2
id_452,Avanzan en la elaboración del Plan de Acción Comunal de Cambio Climático en Puerto Montt,mediosregionales,riesgos,-2
id_453,Castro presenta avance de plan comunal por cambio climático,mediosregionales,aprobado,2
id_455,Cómo el cambio climático está afectando la salud de la piel y el cabello,mediosregionales,proteger,1
id_455,Cómo el cambio climático está afectando la salud de la piel y el cabello,mediosregionales,fortalecer,2
id_458,Estudio afirma que los choritos sobrevivirán al cambio climático,mediosregionales,limpiar,2
id_459,Consejo Regional conoce avances de la Política de Sostenibilidad Hídrica 2024-2034,mediosregionales,oferta,2
id_461,DGA convoca a sectores productivos a participar en estrategia hídrica de adaptación al cambio climático,mediosregionales,compromiso,2
id_463,Instituciones públicas y privadas impulsan una agenda común por la construcción sustentable,mediosregionales,fortalecer,2
id_467,DGA del MOP inicia elaboración de indicadores de seguridad hídrica para enfrentar el cambio climático,mediosregionales,apoyo,2
id_467,DGA del MOP inicia elaboración de indicadores de seguridad hídrica para enfrentar el cambio climático,mediosregionales,apoyo,2
id_467,DGA del MOP inicia elaboración de indicadores de seguridad hídrica para enfrentar el cambio climático,mediosregionales,apoyo,2
id_467,DGA del MOP inicia elaboración de indicadores de seguridad hídrica para enfrentar el cambio climático,mediosregionales,fortalecer,2
id_468,INFOR es parte de proyecto internacional que evalúa plantaciones mixtas como estrategia frente al cambio climático,mediosregionales,beneficios,2
id_468,INFOR es parte de proyecto internacional que evalúa plantaciones mixtas como estrategia frente al cambio climático,mediosregionales,riesgos,-2
id_469,Estudian levaduras para evitar que el cambio climático afecte al vino,mediosregionales,provoca,-1
id_470,Concurso para el Fondo de Protección Ambiental 2026 abre postulaciones,mediosregionales,impulsar,1
id_470,Concurso para el Fondo de Protección Ambiental 2026 abre postulaciones,mediosregionales,soluciones,1
id_472,Arquitectos proponen transformar Valparaíso con edificios de madera y huertos en altura,mediosregionales,mejorar,2
id_473,Advierten que bosque mediterráneo chileno está cerca del colapso,mediosregionales,desaparecer,-1
id_479,"Quillay, peumo y litre: las especies nativas que mueren por la megasequía",mediosregionales,muerte,-2
id_482,Científicos extranjeros y nacionales encabezarán charlas magistrales de los congresos de ciencia antártica en Valdivia,mediosregionales,compartir,1
id_484,Alto Hospicio diseña su Plan de Acción Climática con participación activa de la comunidad,mediosregionales,amenazas,-2
id_489,Mundaca celebra triunfo de Jeannette Jara: “Este ejercicio democrático abre un camino de esperanza para Chile”,mediosregionales,demandas,-1
id_489,Mundaca celebra triunfo de Jeannette Jara: “Este ejercicio democrático abre un camino de esperanza para Chile”,mediosregionales,demandas,-2
id_491,“Las marejadas dejaron de ser excepcionales”: capitán de Puerto de San Antonio alerta por efectos del cambio climático,mediosregionales,autoridad,1
id_492,Saesa realizó webinar sobre el impacto del cambio climático en la continuidad del servicio eléctrico,mediosregionales,emergencia,-2
id_494,Curanilahue es la primera comuna del Biobío en contar con su Plan de Acción de Cambio Climático aprobado,mediosregionales,aprobado,2
id_496,Experto asegura que mayor frecuencia de tornados en el sur del país se debe al cambio climático,mediosregionales,tipo,2
id_498,Mujeres rurales lideran la innovación agrícola en Valparaíso con foco en sostenibilidad,mediosregionales,valor,2
id_498,Mujeres rurales lideran la innovación agrícola en Valparaíso con foco en sostenibilidad,mediosregionales,valor,2
id_498,Mujeres rurales lideran la innovación agrícola en Valparaíso con foco en sostenibilidad,mediosregionales,positivo,2
id_501,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,mediosregionales,crisis,-3
id_501,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,mediosregionales,mayor,3
id_501,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,mediosregionales,mayor,3
id_501,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,mediosregionales,amenaza,-2
id_501,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,mediosregionales,amenaza,-2
id_501,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,mediosregionales,amenaza,-2
