ID,titulo_noticia,medio,palabra,puntuacion
id_215,China experimenta un &quot;boom&quot; de juicios ambientales: Casos son impulsados por fiscales y no por activistas,emol,mayor,3
id_215,China experimenta un &quot;boom&quot; de juicios ambientales: Casos son impulsados por fiscales y no por activistas,emol,mayor,3
id_216,Chile reclasifica el estado de conservación del pingüino de Humboldt: Pasó de &quot;vulnerable&quot; a &quot;en peligro&quot;,emol,muerte,-2
id_217,El desarrollo de estructuras metaorgánicas concede el Nobel de Química: ¿Por qué son tan importantes?,emol,lucha,-1
id_217,El desarrollo de estructuras metaorgánicas concede el Nobel de Química: ¿Por qué son tan importantes?,emol,lucha,-2
id_220,Trump critica a la ONU en Asamblea General y asegura que reconocer a Palestina es una &quot;recompensa&quot; para Hamás,emol,farsa,-1
id_220,Trump critica a la ONU en Asamblea General y asegura que reconocer a Palestina es una &quot;recompensa&quot; para Hamás,emol,farsa,-2
id_222,Entre 6 y 18 millones de jóvenes latinoamericanos caerán en la pobreza para 2030 a causa del cambio climático,emol,advierte,-2
id_223,La propagación de información falsa ya es percibida como una las mayores amenazas globales,emol,acuerdo,1
id_223,La propagación de información falsa ya es percibida como una las mayores amenazas globales,emol,amenaza,-2
id_223,La propagación de información falsa ya es percibida como una las mayores amenazas globales,emol,amenaza,-2
id_223,La propagación de información falsa ya es percibida como una las mayores amenazas globales,emol,amenaza,-2
id_224,Científicos alertan que la Antártica está en fase crítica de cambios por el clima: &quot;Tendrá efectos para generaciones futuras&quot;,emol,acuerdo,1
id_224,Científicos alertan que la Antártica está en fase crítica de cambios por el clima: &quot;Tendrá efectos para generaciones futuras&quot;,emol,detener,-2
id_224,Científicos alertan que la Antártica está en fase crítica de cambios por el clima: &quot;Tendrá efectos para generaciones futuras&quot;,emol,detener,-1
id_225,Declaran al Estero Reñaca en Viña del Mar como humedal urbano: Ya son 134 en el país,emol,lucha,-1
id_225,Declaran al Estero Reñaca en Viña del Mar como humedal urbano: Ya son 134 en el país,emol,lucha,-2
id_227,Retroceso de un glaciar deja al descubierto los restos de un británico que cayó en una grieta en la Antártica hace 66 años,emol,accidente,-2
id_228,Deshielo de un glaciar en Pakistán deja al descubierto el cuerpo de un hombre desaparecido hace 28 años: Estaba intacto,emol,restos,-2
id_231,Expectación en La Haya: CIJ emitirá opinión consultiva sobre el cambio climático que fijará un marco jurídico mundial,emol,espera,-1
id_231,Expectación en La Haya: CIJ emitirá opinión consultiva sobre el cambio climático que fijará un marco jurídico mundial,emol,crisis,-3
id_232,Estudio advierte que el deshielo de los glaciares podría provocar erupciones volcánicas más explosivas a nivel mundial,emol,alerta,-1
id_232,Estudio advierte que el deshielo de los glaciares podría provocar erupciones volcánicas más explosivas a nivel mundial,emol,aumenta,1
id_233,Desde Perú hasta la India: Patrimonios de la Unesco se encuentran en riesgo por sequías o inundaciones,emol,importancia,2
id_234,Se quedaron sin oxígeno: Ola de calor provoca la muerte de todos los peces de un gran lago en República Checa,emol,dedicado,2
id_237,ONU advierte deterioro alimentario en Sudamérica y pone bajo vigilancia a dos países por riesgo de hambruna,emol,violencia,-3
id_237,ONU advierte deterioro alimentario en Sudamérica y pone bajo vigilancia a dos países por riesgo de hambruna,emol,agravar,-2
id_237,ONU advierte deterioro alimentario en Sudamérica y pone bajo vigilancia a dos países por riesgo de hambruna,emol,crisis,-3
id_238,El importante precedente establecido por un tribunal alemán pese a rechazar demanda ambiental de agricultor peruano,emol,corte,-1
id_238,El importante precedente establecido por un tribunal alemán pese a rechazar demanda ambiental de agricultor peruano,emol,responsable,2
id_239,Toyota defiendo los vehículos híbridos y asegura que los eléctricos “no son tan limpios”,emol,lucha,-1
id_239,Toyota defiendo los vehículos híbridos y asegura que los eléctricos “no son tan limpios”,emol,lucha,-2
id_240,Resiste mejor inundaciones y olas de calor: Científica chilena desarrolla un arroz capaz de adaptarse al cambio climático,emol,crisis,-3
id_241,El cambio climático acelera la resistencia a los antimicrobianos: Millones mueren anualmente a causa de ello,emol,advierte,-2
id_243,¿Por qué el blanqueo de corales afecta sobre el 83% de los arrecifes y cómo amenaza la vida marina?,emol,impulsado,1
id_243,¿Por qué el blanqueo de corales afecta sobre el 83% de los arrecifes y cómo amenaza la vida marina?,emol,colapso,-2
id_243,¿Por qué el blanqueo de corales afecta sobre el 83% de los arrecifes y cómo amenaza la vida marina?,emol,colapso,-2
id_244,Boric hace guiños a Xi Jinping y rechaza a &quot;los que quieren volver al proteccionismo&quot; en foro con líder chino,emol,justa,2
